,0
0,0.6121061893443168
1,0.5745951274701079
2,0.5745951274701079
3,0.5745951274701079
4,0.5745951274701079
5,0.5745951274701079
6,0.6184643060023928
7,0.6121061893443168
8,0.5745951274701079
9,0.6121061893443168
10,0.6121061893443168
11,0.5745951274701079
12,0.5745951274701079
13,0.6121061893443168
14,0.5749224258209235
15,0.6184643060023928
16,0.5745951274701079
17,0.6184643060023928
18,0.5745951274701079
19,0.6121061893443168
20,0.5745951274701079
21,0.5745951274701079
22,0.6121061893443168
23,0.5749224258209235
24,0.5745951274701079
25,0.6184643060023928
26,0.5745951274701079
27,0.5745951274701079
28,0.5745951274701079
29,0.5745951274701079
30,0.5745951274701079
31,0.5745951274701079
32,0.5745951274701079
33,0.5745951274701079
34,0.6121061893443168
35,0.5745951274701079
36,0.5745951274701079
37,0.5745951274701079
38,0.5745951274701079
39,0.6121061893443168
40,0.5745951274701079
41,0.5745951274701079
42,0.5745951274701079
43,0.5745951274701079
44,0.6121061893443168
45,0.5745951274701079
46,0.5745951274701079
47,0.6184643060023928
48,0.5745951274701079
49,0.5745951274701079
50,0.6184643060023928
51,0.5745951274701079
52,0.6121061893443168
53,0.5745951274701079
54,0.5745951274701079
55,0.5745951274701079
56,0.5745951274701079
57,0.6121061893443168
58,0.6184643060023928
59,0.6121061893443168
60,0.6148762195897448
61,0.5777547959613429
62,0.5769135194268737
63,0.5777547959613429
64,0.6148762195897448
65,0.5771948772331476
66,0.5771948772331476
67,0.6148762195897448
68,0.5771948772331476
69,0.5771948772331476
70,0.5777547959613429
71,0.5771948772331476
72,0.6217106463305822
73,0.5769135194268737
74,0.5771948772331476
75,0.5771948772331476
76,0.5771948772331476
77,0.6217106463305822
78,0.6217273126421903
79,0.6217106463305822
80,0.5771948772331476
81,0.5777547959613429
82,0.5771948772331476
83,0.5769135194268737
84,0.6139749318770256
85,0.6148762195897448
86,0.6148762195897448
87,0.6148762195897448
88,0.6200934236831585
89,0.5763536006986785
90,0.5771948772331476
91,0.5763536006986785
92,0.5763536006986785
93,0.5771948772331476
94,0.5777547959613429
95,0.5771948772331476
96,0.6217273126421903
97,0.5771948772331476
98,0.5763536006986785
99,0.5771948772331476
100,0.6148762195897448
101,0.5763536006986785
102,0.5763536006986785
103,0.5763536006986785
104,0.5763536006986785
105,0.5771948772331476
106,0.6148928859013529
107,0.5763536006986785
108,0.5771948772331476
109,0.6217106463305822
110,0.5777547959613429
111,0.6217106463305822
112,0.5763536006986785
113,0.5771948772331476
114,0.6139749318770256
115,0.5771948772331476
116,0.5771948772331476
117,0.5771948772331476
118,0.5771948772331476
119,0.5771948772331476
120,0.5771948772331476
121,0.5771948772331476
122,0.6148762195897448
123,0.5771948772331476
124,0.6139749318770256
125,0.5763536006986785
126,0.6200934236831585
127,0.6200934236831585
128,0.6148762195897448
129,0.6217106463305822
130,0.6217106463305822
131,0.5777547959613429
132,0.5769135194268737
133,0.6217106463305822
134,0.6139749318770256
135,0.5771948772331476
136,0.5771948772331476
137,0.6200934236831585
138,0.6217273126421903
139,0.5771948772331476
140,0.5771948772331476
141,0.6200934236831585
142,0.5771948772331476
143,0.5771948772331476
144,0.6139749318770256
145,0.5771948772331476
146,0.5771948772331476
147,0.6148762195897448
148,0.6200934236831585
149,0.5771948772331476
150,0.5777547959613429
151,0.5771948772331476
152,0.6139749318770256
153,0.5763536006986785
154,0.5771948772331476
155,0.5771948772331476
156,0.5763536006986785
157,0.5763536006986785
158,0.6200934236831585
159,0.5763536006986785
160,0.5763536006986785
161,0.5763536006986785
162,0.5771948772331476
163,0.5771948772331476
164,0.5771948772331476
165,0.5771948772331476
166,0.6200934236831585
167,0.5763536006986785
168,0.6148762195897448
169,0.5771948772331476
170,0.5771948772331476
171,0.5769135194268737
172,0.5771948772331476
173,0.5771948772331476
